# Monster resolution metadata
# Source monster_data: C:\Users\lennyfaze\AppData\LocalLow\BBB INC. BUT XMLS!!\My Singing Monsters\1\monster_data.xml
# Source gene_data: C:\Users\lennyfaze\AppData\LocalLow\BBB INC. BUT XMLS!!\My Singing Monsters\1\gene_data.xml
# Source island_data: C:\Users\lennyfaze\AppData\LocalLow\BBB INC. BUT XMLS!!\My Singing Monsters\1\island_data.xml
# Generated (UTC): 2026-03-14 23:53:22Z

[GENE_LEGEND]
A = graphic:gene_air | string:GENE_A_LABEL | sort:1
B = graphic:gene_plant | string:GENE_B_LABEL | sort:2
C = graphic:gene_earth | string:GENE_C_LABEL | sort:3
D = graphic:gene_water | string:GENE_D_LABEL | sort:4
E = graphic:gene_cold | string:GENE_E_LABEL | sort:5
N = graphic:gene_fire | string:GENE_N_LABEL | sort:6
R = graphic:gene_psychic | string:GENE_R_LABEL | sort:7
V = graphic:gene_bone | string:GENE_V_LABEL | sort:8
W = graphic:gene_light | string:GENE_W_LABEL | sort:9
Y = graphic:gene_fairy | string:GENE_Y_LABEL | sort:10
G = graphic:gene_ecto_plasma | string:GENE_G_LABEL | sort:11
J = graphic:gene_shadow | string:GENE_J_LABEL | sort:12
K = graphic:gene_mech | string:GENE_K_LABEL | sort:13
L = graphic:gene_crystal | string:GENE_L_LABEL | sort:14
M = graphic:gene_toxic | string:GENE_M_LABEL | sort:15
H = graphic:gene_dream | string:GENE_H_LABEL | sort:16
P = graphic:gene_mythical | string:GENE_P_LABEL | sort:17
Z = graphic:gene_legendary | string:GENE_Z_LABEL | sort:18
O = graphic:gene_legendary | string:GENE_O_LABEL | sort:19
Q = graphic:gene_dipster | string:GENE_Q_LABEL | sort:20
U = graphic:gene_electricity | string:GENE_U_LABEL | sort:21
F = graphic:gene_electricity | string:GENE_F_LABEL | sort:22
T = graphic:gene_celestial | string:GENE_T_LABEL | sort:23
I = graphic:gene_paironormal | string:GENE_I_LABEL | sort:24

[ISLAND_LEGEND]
1 = name:ISLAND_1 | file:island01.bin | midi:world01.mid | icon:island_buttons01.xml:islands_button_isl01
2 = name:ISLAND_2 | file:island02.bin | midi:world02.mid | icon:island_buttons01.xml:islands_button_isl02
3 = name:ISLAND_3 | file:island03.bin | midi:world03.mid | icon:island_buttons01.xml:islands_button_isl03
4 = name:ISLAND_4 | file:island04.bin | midi:world04.mid | icon:island_buttons01.xml:islands_button_isl04
5 = name:ISLAND_5 | file:island05.bin | midi:world05.mid | icon:island_buttons01.xml:islands_button_isl05
6 = name:ISLAND_GOLD | file:island06.bin | midi:world06.mid | icon:island_buttons01.xml:islands_button_isl06
7 = name:ISLAND_ETHEREAL | file:island07.bin | midi:world07.mid | icon:island_buttons01.xml:islands_button_isl07
8 = name:ISLAND_SHUGA | file:island08.bin | midi:world08.mid | icon:island_buttons01.xml:islands_button_isl08
9 = name:ISLAND_TRIBAL | file:island09.bin | midi:world09.mid | icon:island_buttons01.xml:islands_button_isl09
10 = name:ISLAND_UNDERLING | file:island10.bin | midi:world10.mid | icon:island_buttons01.xml:islands_button_isl010
11 = name:ISLAND_COMPOSER | file:island11.bin | midi:world01.mid | icon:island_buttons03.xml:islands_button_isl011
12 = name:ISLAND_CELESTIAL | file:island12.bin | midi:world12.mid | icon:island_buttons01.xml:islands_button_isl012
13 = name:ISLAND_FIRE | file:island13.bin | midi:world13.mid | icon:island_buttons01.xml:islands_button_isl013
14 = name:ISLAND_14 | file:island14.bin | midi:world14.mid | icon:island_buttons01.xml:islands_button_isl014
15 = name:ISLAND_15 | file:island15.bin | midi:world15.mid | icon:island_buttons02.xml:islands_button_isl015
16 = name:ISLAND_16 | file:island16.bin | midi:world16.mid | icon:island_buttons02.xml:islands_button_isl016
17 = name:ISLAND_17 | file:island17.bin | midi:world17.mid | icon:island_buttons02.xml:islands_button_isl017
18 = name:ISLAND_18 | file:island18.bin | midi:world18.mid | icon:island_buttons03.xml:islands_button_isl018
19 = name:ISLAND_19 | file:island19.bin | midi:world19.mid | icon:island_buttons03.xml:islands_button_isl019
20 = name:ISLAND_BATTLE | file:island20.bin | midi:world01.mid | icon:island_buttons03.xml:islands_button_isl020
21 = name:ISLAND_21 | file:island21.bin | midi:world21.mid | icon:island_buttons03.xml:islands_button_isl021
22 = name:ISLAND_22 | file:island22.bin | midi:world22.mid | icon:island_buttons03.xml:islands_button_isl022
23 = name:ISLAND_23 | file:island23.bin | midi:world23.mid | icon:island_buttons03.xml:islands_button_isl023
24 = name:ISLAND_24 | file:island24.bin | midi:world24.mid | icon:island_buttons03.xml:islands_button_isl024
25 = name:ISLAND_25 | file:island25.bin | midi:world25.mid | icon:island_buttons03.xml:islands_button_isl025
26 = name:ISLAND_26 | file:island26.bin | midi:world26.mid | icon:island_buttons05.xml:islands_button_isl026
27 = name:ISLAND_27 | file:island27.bin | midi:world27.mid | icon:island_buttons05.xml:islands_button_isl027
28 = name:ISLAND_28 | file:island28.bin | midi:world28.mid | icon:island_buttons05.xml:islands_button_isl028
31 = name:ISLAND_31 | file:island31.bin | midi:world31.mid | icon:island_buttons05.xml:islands_button_isl031
101 = name:ISLAND_1_MIRROR | file:island01_MIRROR.bin | midi:world101.mid | icon:island_buttons02.xml:islands_button_isl01_MIRROR
102 = name:ISLAND_2_MIRROR | file:island02_MIRROR.bin | midi:world102.mid | icon:island_buttons02.xml:islands_button_isl02_MIRROR
103 = name:ISLAND_3_MIRROR | file:island03_MIRROR.bin | midi:world103.mid | icon:island_buttons02.xml:islands_button_isl03_MIRROR
104 = name:ISLAND_4_MIRROR | file:island04_MIRROR.bin | midi:world104.mid | icon:island_buttons02.xml:islands_button_isl04_MIRROR
105 = name:ISLAND_5_MIRROR | file:island05_MIRROR.bin | midi:world105.mid | icon:island_buttons02.xml:islands_button_isl05_MIRROR
106 = name:ISLAND_COMPOSER | file:island11.bin | midi:world01.mid | icon:island_buttons02.xml:islands_button_isl011
107 = name:ISLAND_COMPOSER | file:island11.bin | midi:world01.mid | icon:island_buttons02.xml:islands_button_isl011
108 = name:ISLAND_COMPOSER | file:island11.bin | midi:world01.mid | icon:island_buttons02.xml:islands_button_isl011
109 = name:ISLAND_COMPOSER | file:island11.bin | midi:world01.mid | icon:island_buttons02.xml:islands_button_isl011
115 = name:ISLAND_15_MIRROR | file:island15_MIRROR.bin | midi:world115.mid | icon:island_buttons05.xml:islands_button_isl015_MIRROR
116 = name:ISLAND_16_MIRROR | file:island16_MIRROR.bin | midi:world116.mid | icon:island_buttons05.xml:islands_button_isl016_MIRROR
117 = name:ISLAND_17_MIRROR | file:island17_MIRROR.bin | midi:world117.mid | icon:island_buttons05.xml:islands_button_isl017_MIRROR
118 = name:ISLAND_18_MIRROR | file:island18_MIRROR.bin | midi:world118.mid | icon:island_buttons05.xml:islands_button_isl018_MIRROR

[MONSTER_RESOLUTION]
common_name=Adult Attmoz | file=monster_t05_ADULT.bin | stem=monster_t05_adult | entity_type=monster | monster_id=733 | class=CLASS_RARE_CELESTIAL | fam=CLASS_CELESTIAL | genes=T | gene_graphics=gene_celestial | islands=12
common_name=Epic Pummel | file=monster_bcd_EPIC.bin | stem=monster_bcd_epic | entity_type=monster | monster_id=321 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=BCD | gene_graphics=gene_plant,gene_earth,gene_water | islands=1,4,6,101,104
common_name=Epic Punkleton | file=monster_s01_EPIC.bin | stem=monster_s01_epic | entity_type=monster | monster_id=332 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=1,6,101
common_name=Epic Punkleton Seasonal Island | file=monster_s01_EPIC.bin | stem=monster_s01_epic | entity_type=monster | monster_id=527 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=21
common_name=Epic Quarrister | file=monster_abce_EPIC.bin | stem=monster_abce_epic | entity_type=monster | monster_id=326 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ABCE | gene_graphics=gene_air,gene_plant,gene_earth,gene_cold | islands=5,6,105
common_name=Epic Quibble | file=monster_ad_EPIC.bin | stem=monster_ad_epic | entity_type=monster | monster_id=308 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=AD | gene_graphics=gene_air,gene_water | islands=2,3,4,6,102,103,104
common_name=Epic Quibble Fire Island | file=monster_ad_EPIC.bin | stem=monster_ad_epic | entity_type=monster | monster_id=454 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=AD | gene_graphics=gene_air,gene_water | islands=14
common_name=Epic Reebro | file=monster_k_EPIC.bin | stem=monster_k_epic | entity_type=monster | monster_id=525 | class=CLASS_EPIC_ETHEREAL | fam=CLASS_ETHEREAL | genes=K | gene_graphics=gene_mech | islands=3,7,103
common_name=Epic Reedling | file=monster_abc_EPIC.bin | stem=monster_abc_epic | entity_type=monster | monster_id=316 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ABC | gene_graphics=gene_air,gene_plant,gene_earth | islands=4,5,6,104,105
common_name=Epic Reedling Fire Island | file=monster_abc_EPIC.bin | stem=monster_abc_epic | entity_type=monster | monster_id=458 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ABC | gene_graphics=gene_air,gene_plant,gene_earth | islands=13
common_name=Epic Repatillo | file=monster_bcn_EPIC.bin | stem=monster_bcn_epic | entity_type=monster | monster_id=805 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=BCN | gene_graphics=gene_plant,gene_earth,gene_fire | islands=13
common_name=Epic Repatillo Amber Island | file=monster_bcn_amber_EPIC.bin | stem=monster_bcn_amber_epic | entity_type=monster | monster_id=806 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=BCN | gene_graphics=gene_plant,gene_earth,gene_fire | islands=22
common_name=Epic Riff | file=monster_acde_EPIC.bin | stem=monster_acde_epic | entity_type=monster | monster_id=328 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ACDE | gene_graphics=gene_air,gene_earth,gene_water,gene_cold | islands=3,6,103
common_name=Epic Rooba | file=monster_bnr_EPIC.bin | stem=monster_bnr_epic | entity_type=monster | monster_id=947 | class=CLASS_MAGICAL_EPIC | fam=CLASS_MAGICAL | genes=BNR | gene_graphics=gene_plant,gene_fire,gene_psychic | islands=15,25,115
common_name=Epic Rootitoot | file=monster_bdn_EPIC.bin | stem=monster_bdn_epic | entity_type=monster | monster_id=565 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=BDN | gene_graphics=gene_plant,gene_water,gene_fire | islands=15,115
common_name=Epic Rootitoot Amber Island | file=monster_bdn_amber_EPIC.bin | stem=monster_bdn_amber_epic | entity_type=monster | monster_id=650 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=BDN | gene_graphics=gene_plant,gene_water,gene_fire | islands=22
common_name=Epic Schmoochle | file=monster_s03_EPIC.bin | stem=monster_s03_epic | entity_type=monster | monster_id=334 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=3,6,103
common_name=Epic Schmoochle Seasonal Island | file=monster_s03_EPIC.bin | stem=monster_s03_epic | entity_type=monster | monster_id=546 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=21
common_name=Epic Scups | file=monster_acd_EPIC.bin | stem=monster_acd_epic | entity_type=monster | monster_id=331 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ACD | gene_graphics=gene_air,gene_earth,gene_water | islands=3,4,6,103,104
common_name=Epic Shellbeat | file=monster_abcd_EPIC.bin | stem=monster_abcd_epic | entity_type=monster | monster_id=325 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ABCD | gene_graphics=gene_air,gene_plant,gene_earth,gene_water | islands=4,6,104
common_name=Epic Shrubb | file=monster_bc_EPIC.bin | stem=monster_bc_epic | entity_type=monster | monster_id=310 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=BC | gene_graphics=gene_plant,gene_earth | islands=1,4,5,6,101,104,105
common_name=Epic Shrubb Fire Island | file=monster_bc_EPIC.bin | stem=monster_bc_epic | entity_type=monster | monster_id=456 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=BC | gene_graphics=gene_plant,gene_earth | islands=13
common_name=Epic Sneyser | file=monster_aden_EPIC.bin | stem=monster_aden_epic | entity_type=monster | monster_id=659 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ADEN | gene_graphics=gene_air,gene_water,gene_cold,gene_fire | islands=14
common_name=Epic Sneyser Amber Island | file=monster_aden_amber_EPIC.bin | stem=monster_aden_amber_epic | entity_type=monster | monster_id=660 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ADEN | gene_graphics=gene_air,gene_water,gene_cold,gene_fire | islands=22
common_name=Epic Sooza | file=monster_ben_EPIC.bin | stem=monster_ben_epic | entity_type=monster | monster_id=794 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=BEN | gene_graphics=gene_plant,gene_cold,gene_fire | islands=18,118
common_name=Epic Sooza Amber Island | file=monster_ben_amber_EPIC.bin | stem=monster_ben_amber_epic | entity_type=monster | monster_id=795 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=BEN | gene_graphics=gene_plant,gene_cold,gene_fire | islands=22
common_name=Epic Sox | file=monster_gl_EPIC.bin | stem=monster_gl_epic | entity_type=monster | monster_id=759 | class=CLASS_EPIC_ETHEREAL | fam=CLASS_ETHEREAL | genes=GL | gene_graphics=gene_ecto_plasma,gene_crystal | islands=7
common_name=Epic Sporerow | file=monster_p09_EPIC.bin | stem=monster_p09_epic | entity_type=monster | monster_id=963 | class=CLASS_EPIC_MYTHICAL | fam=CLASS_MYTHICAL | genes=HP | gene_graphics=gene_dream,gene_mythical | islands=23
common_name=Epic Spunge | file=monster_abd_EPIC.bin | stem=monster_abd_epic | entity_type=monster | monster_id=317 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ABD | gene_graphics=gene_air,gene_plant,gene_water | islands=2,4,6,102,104
common_name=Epic Spurrit | file=monster_s15_EPIC.bin | stem=monster_s15_epic | entity_type=monster | monster_id=782 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=14
common_name=Epic Spurrit Seasonal Island | file=monster_s15_EPIC.bin | stem=monster_s15_epic | entity_type=monster | monster_id=781 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=21
common_name=Epic Stogg | file=monster_cn_EPIC.bin | stem=monster_cn_epic | entity_type=monster | monster_id=504 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CN | gene_graphics=gene_earth,gene_fire | islands=13,16,17,116,117
common_name=Epic Stogg Amber Island | file=monster_cn_amber_EPIC.bin | stem=monster_cn_amber_epic | entity_type=monster | monster_id=646 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CN | gene_graphics=gene_earth,gene_fire | islands=22
common_name=Epic Strombonin | file=monster_p03_EPIC.bin | stem=monster_p03_epic | entity_type=monster | monster_id=836 | class=CLASS_EPIC_MYTHICAL | fam=CLASS_MYTHICAL | genes=P | gene_graphics=gene_mythical | islands=2,23,102
common_name=Epic T-Rox | file=monster_cde_EPIC.bin | stem=monster_cde_epic | entity_type=monster | monster_id=324 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=CDE | gene_graphics=gene_earth,gene_water,gene_cold | islands=1,3,6,101,103
common_name=Epic Thrumble | file=monster_cdn_EPIC.bin | stem=monster_cdn_epic | entity_type=monster | monster_id=695 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CDN | gene_graphics=gene_earth,gene_water,gene_fire | islands=17,117
common_name=Epic Thrumble Amber Island | file=monster_cdn_amber_EPIC.bin | stem=monster_cdn_amber_epic | entity_type=monster | monster_id=696 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CDN | gene_graphics=gene_earth,gene_water,gene_fire | islands=22
common_name=Epic Thumpies | file=monster_abe_EPIC.bin | stem=monster_abe_epic | entity_type=monster | monster_id=318 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=ABE | gene_graphics=gene_air,gene_plant,gene_cold | islands=2,5,6,102,105
common_name=Epic Thwok | file=monster_u04_EPIC.bin | stem=monster_u04_epic | entity_type=monster | monster_id=873 | class=CLASS_RARE_SUPERNAT | fam=CLASS_SUPERNATURAL_WUBLIN | genes=U | gene_graphics=gene_electricity | islands=10
common_name=Epic Tiawa | file=monster_cden_EPIC.bin | stem=monster_cden_epic | entity_type=monster | monster_id=891 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CDEN | gene_graphics=gene_earth,gene_water,gene_cold,gene_fire | islands=18,118
common_name=Epic Tiawa Amber Island | file=monster_cden_amber_EPIC.bin | stem=monster_cden_amber_epic | entity_type=monster | monster_id=892 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CDEN | gene_graphics=gene_earth,gene_water,gene_cold,gene_fire | islands=22
common_name=Epic Toejammer | file=monster_d_EPIC.bin | stem=monster_d_epic | entity_type=monster | monster_id=304 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=D | gene_graphics=gene_water | islands=1,2,3,4,6,101,102,103,104
common_name=Epic Toejammer Fire Island | file=monster_d_EPIC.bin | stem=monster_d_epic | entity_type=monster | monster_id=451 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=D | gene_graphics=gene_water | islands=14,15,17,115,117
common_name=Epic TooToo | file=monster_bnw_EPIC.bin | stem=monster_bnw_epic | entity_type=monster | monster_id=962 | class=CLASS_MAGICAL_EPIC | fam=CLASS_MAGICAL | genes=BNW | gene_graphics=gene_plant,gene_fire,gene_light | islands=18,25,118
common_name=Epic Tring | file=monster_abcn_EPIC.bin | stem=monster_abcn_epic | entity_type=monster | monster_id=536 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ABCN | gene_graphics=gene_air,gene_plant,gene_earth,gene_fire | islands=13
common_name=Epic Tring Amber Island | file=monster_abcn_amber_EPIC.bin | stem=monster_abcn_amber_epic | entity_type=monster | monster_id=648 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ABCN | gene_graphics=gene_air,gene_plant,gene_earth,gene_fire | islands=22
common_name=Epic Tuskski | file=monster_acden_EPIC.bin | stem=monster_acden_epic | entity_type=monster | monster_id=967 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ACDEN | gene_graphics=gene_air,gene_earth,gene_water,gene_cold,gene_fire | islands=16,116
common_name=Epic Tuskski Amber Island | file=monster_acden_amber_EPIC.bin | stem=monster_acden_amber_epic | entity_type=monster | monster_id=968 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ACDEN | gene_graphics=gene_air,gene_earth,gene_water,gene_cold,gene_fire | islands=22
common_name=Epic Tweedle | file=monster_a_EPIC.bin | stem=monster_a_epic | entity_type=monster | monster_id=301 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=A | gene_graphics=gene_air | islands=2,3,4,5,6,102,103,104,105
common_name=Epic Tweedle Fire Island | file=monster_a_EPIC.bin | stem=monster_a_epic | entity_type=monster | monster_id=448 | class=CLASS_EPIC_RARE | fam=CLASS_NATURAL | genes=A | gene_graphics=gene_air | islands=13,14
common_name=Epic Tympa | file=monster_u08_EPIC.bin | stem=monster_u08_epic | entity_type=monster | monster_id=911 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL_WUBLIN | genes=U | gene_graphics=gene_electricity | islands=10
common_name=Epic Viveine Amber Island | file=monster_s08_amber_EPIC.bin | stem=monster_s08_amber_epic | entity_type=monster | monster_id=774 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=22
common_name=Epic Viveine Seasonal Island | file=monster_s08_EPIC.bin | stem=monster_s08_epic | entity_type=monster | monster_id=772 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=21
common_name=Epic Whaddle | file=monster_adn_EPIC.bin | stem=monster_adn_epic | entity_type=monster | monster_id=497 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ADN | gene_graphics=gene_air,gene_water,gene_fire | islands=14
common_name=Epic Whaddle Amber Island | file=monster_adn_amber_EPIC.bin | stem=monster_adn_amber_epic | entity_type=monster | monster_id=643 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ADN | gene_graphics=gene_air,gene_water,gene_fire | islands=22
common_name=Epic Whisp | file=monster_gj_EPIC.bin | stem=monster_gj_epic | entity_type=monster | monster_id=664 | class=CLASS_EPIC_ETHEREAL | fam=CLASS_ETHEREAL | genes=GJ | gene_graphics=gene_ecto_plasma,gene_shadow | islands=7
common_name=Epic Whiz-bang | file=monster_s11_EPIC.bin | stem=monster_s11_epic | entity_type=monster | monster_id=802 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=18,118
common_name=Epic Whiz-bang Seasonal Island | file=monster_s11_EPIC.bin | stem=monster_s11_epic | entity_type=monster | monster_id=801 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=21
common_name=Epic Woolabee | file=monster_aen_EPIC.bin | stem=monster_aen_epic | entity_type=monster | monster_id=753 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=AEN | gene_graphics=gene_air,gene_cold,gene_fire | islands=14
common_name=Epic Woolabee Amber Island | file=monster_aen_amber_EPIC.bin | stem=monster_aen_amber_epic | entity_type=monster | monster_id=754 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=AEN | gene_graphics=gene_air,gene_cold,gene_fire | islands=22
common_name=Epic Wubbox Air Island | file=monster_f_epic_island3.bin | stem=monster_f_epic_island3 | entity_type=box_monster | monster_id=553 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL | genes=F | gene_graphics=gene_electricity | islands=3,6,103
common_name=Epic Wubbox Cold Island | file=monster_f_epic_island2.bin | stem=monster_f_epic_island2 | entity_type=box_monster | monster_id=531 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL | genes=F | gene_graphics=gene_electricity | islands=2,6,102
common_name=Epic Wubbox Earth Island | file=monster_f_epic_island5.bin | stem=monster_f_epic_island5 | entity_type=box_monster | monster_id=589 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL | genes=F | gene_graphics=gene_electricity | islands=5,6,105
common_name=Epic Wubbox Ethereal Island | file=monster_f_epic_island7.bin | stem=monster_f_epic_island7 | entity_type=box_monster | monster_id=876 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERETHEREAL | genes=F | gene_graphics=gene_electricity | islands=7
common_name=Epic Wubbox Fire Haven | file=monster_f_epic_island13.bin | stem=monster_f_epic_island13 | entity_type=box_monster | monster_id=830 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL | genes=F | gene_graphics=gene_electricity | islands=13
common_name=Epic Wubbox Fire Oasis | file=monster_f_epic_island14.bin | stem=monster_f_epic_island14 | entity_type=box_monster | monster_id=831 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL | genes=F | gene_graphics=gene_electricity | islands=14
common_name=Epic Wubbox Plant Island | file=monster_f_epic_island1.bin | stem=monster_f_epic_island1 | entity_type=box_monster | monster_id=524 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL | genes=F | gene_graphics=gene_electricity | islands=1,6,101
common_name=Epic Wubbox Water Island | file=monster_f_epic_island4.bin | stem=monster_f_epic_island4 | entity_type=box_monster | monster_id=588 | class=CLASS_EPIC_SUPERNAT | fam=CLASS_SUPERNATURAL | genes=F | gene_graphics=gene_electricity | islands=4,6,104
common_name=Epic Wynq | file=monster_den_EPIC.bin | stem=monster_den_epic | entity_type=monster | monster_id=744 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=DEN | gene_graphics=gene_water,gene_cold,gene_fire | islands=14
common_name=Epic Wynq Amber Island | file=monster_den_amber_EPIC.bin | stem=monster_den_amber_epic | entity_type=monster | monster_id=745 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=DEN | gene_graphics=gene_water,gene_cold,gene_fire | islands=22
common_name=Epic Yawstrich | file=monster_p01_EPIC.bin | stem=monster_p01_epic | entity_type=monster | monster_id=817 | class=CLASS_EPIC_MYTHICAL | fam=CLASS_MYTHICAL | genes=P | gene_graphics=gene_mythical | islands=3,23,103
common_name=Epic Yelmut | file=monster_aben_EPIC.bin | stem=monster_aben_epic | entity_type=monster | monster_id=854 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ABEN | gene_graphics=gene_air,gene_plant,gene_cold,gene_fire | islands=18,118
common_name=Epic Yelmut Amber Island | file=monster_aben_amber_EPIC.bin | stem=monster_aben_amber_epic | entity_type=monster | monster_id=855 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=ABEN | gene_graphics=gene_air,gene_plant,gene_cold,gene_fire | islands=22
common_name=Epic Yool | file=monster_s02_EPIC.bin | stem=monster_s02_epic | entity_type=monster | monster_id=333 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=2,6,102
common_name=Epic Yool Seasonal Island | file=monster_s02_EPIC.bin | stem=monster_s02_epic | entity_type=monster | monster_id=535 | class=CLASS_EPIC_SEASONAL | fam=CLASS_SEASON | genes=- | gene_graphics=- | islands=21
common_name=Epic Ziggurab | file=monster_cen_EPIC.bin | stem=monster_cen_epic | entity_type=monster | monster_id=517 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CEN | gene_graphics=gene_earth,gene_cold,gene_fire | islands=16,116
common_name=Epic Ziggurab Amber Island | file=monster_cen_amber_EPIC.bin | stem=monster_cen_amber_epic | entity_type=monster | monster_id=647 | class=CLASS_EPIC_FIRE | fam=CLASS_FIRE | genes=CEN | gene_graphics=gene_earth,gene_cold,gene_fire | islands=22
common_name=Epic Zuuker | file=monster_u06_EPIC.bin | stem=monster_u06_epic | entity_type=monster | monster_id=893 | class=CLASS_RARE_SUPERNAT | fam=CLASS_SUPERNATURAL_WUBLIN | genes=U | gene_graphics=gene_electricity | islands=10
common_name=Epic Zynth | file=monster_u02_EPIC.bin | stem=monster_u02_epic | entity_type=monster | monster_id=871 | class=CLASS_RARE_SUPERNAT | fam=CLASS_SUPERNATURAL_WUBLIN | genes=U | gene_graphics=gene_electricity | islands=10
common_name=eRmA gUrDy (Major) | file=monster_i07_maj.bin | stem=monster_i07_maj | entity_type=monster | monster_id=950 | class=CLASS_PAIRONORMAL | fam=CLASS_PAIRONORMAL | genes=14 | gene_graphics=?1,?4 | islands=31
common_name=eRmA gUrDy (Minor) | file=monster_i07_min.bin | stem=monster_i07_min | entity_type=monster | monster_id=951 | class=CLASS_PAIRONORMAL | fam=CLASS_PAIRONORMAL | genes=14 | gene_graphics=?1,?4 | islands=31
common_name=eRmA gUrDy (Multimodal) | file=placeholder_ghost.bin | stem=placeholder_ghost | entity_type=monster | monster_id=952 | class=CLASS_PAIRONORMAL | fam=CLASS_PAIRONORMAL | genes=14 | gene_graphics=?1,?4 | islands=31
common_name=Fa | file=monster_q04.bin | stem=monster_q04 | entity_type=monster | monster_id=142 | class=CLASS_DIPSTER | fam=CLASS_DIPSTER | genes=Q | gene_graphics=gene_dipster | islands=1,2,3,4,5,7,13,14,15,16,17,18,19,101,102,103,104,105,115,116,117,118
